0,1,2,3
@TheDemocrats That's a joke right....? We are on the verge of a recession and Biden is doing a victory lap.... Wtf,2023-04-30 16:26:35+00:00,SteveCantuJr,"Corpus Christi, TX"
"@CarolWalshReal1 2 when the money's flowing, 4 in a recession to save on going out...",2023-04-30 16:15:16+00:00,constantraise,"Austin, TX"
"@AlexanderDants Let's see if they kick the can down the road one more time. Otherwise, we're gonna get an early Q3 recession.",2023-04-30 16:08:19+00:00,Rob_in_La,"Louisiana, USA"
If members of the Federal Reserve had hoped that March's reading of household spending on goods and services would… https://t.co/TibD1nJzQ4,2023-04-30 16:07:28+00:00,KABBFOX29,"San Antonio, TX"
If members of the Federal Reserve had hoped that March's reading of household spending on goods and services would… https://t.co/kajCr4dHKr,2023-04-30 16:07:10+00:00,News4SA,"San Antonio, Texas"
"@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV The longer the yield curve remains reversed, the gre… https://t.co/fWjYqC8b2G",2023-04-30 16:01:03+00:00,5000Pete,Earth
"@NikkiSSF7108 @JohnJHarwood Lol. Biden has already tanked 401Ks with the worst yet to come, stagflation now, recess… https://t.co/iA0r86MBM5",2023-04-30 15:09:45+00:00,jojojoperk,North TX
@RepNancyMace Nancy - did you realize that every time we balanced our budget a recession followed.   The US governm… https://t.co/SrePb3Y3XZ,2023-04-30 14:52:57+00:00,edreh,"Kansas, USA"
"@MacroVoices @ErikSTownsend @Ole_S_Hansen You predicted a bottom of 3K for the S&amp;P in this podcast, where do you se… https://t.co/KTERqjauHB",2023-04-30 14:51:40+00:00,DavidGi20683404,"Wichita, KS"
FAAS - food as a service? Reopening has been driving certain restaurant stocks higher along with services. This is… https://t.co/6iagzQ6xUA,2023-04-30 14:46:16+00:00,Josh_Young_1,"Houston, TX"
@ariggi9939 @Darkhyacinth Democrats gave away 7.5 trillion dollars and look at the economy it tanking and fixing to… https://t.co/VZRTsdiVfW,2023-04-30 14:43:29+00:00,DonBrown5115,Seabrook tx 
[But Didn't they chang their #definition of #recession few months back? is he #talking as per #new definition or #old definition?],2023-04-30 14:42:45+00:00,ReddySalina,Earth
"""It is very likely that the #economy will be tipped into #recession by mid-year,"" said Desmond Lachman, senior fell… https://t.co/QcjZj9fo3U",2023-04-30 14:42:44+00:00,ReddySalina,Earth
"The #US #economy appears to be slowing, and could hit a #recession this year, according to #experts, #economic indi… https://t.co/mrapc6y0Zo",2023-04-30 14:42:43+00:00,ReddySalina,Earth
"Top economists predict credit crunch, commercial real estate meltdown - Markets Insider https://t.co/D66dXu9qkL",2023-04-30 14:37:06+00:00,updatedliving,"DFW, Texas"
"The US will suffer a recession – and don't expect the Fed to rescue stocks when that happens, top Macquarie economi… https://t.co/2yGj2Hnn1g",2023-04-30 14:31:54+00:00,DonnieDorn,"Willow Park, TX"
@SKTheKingYT @Jeezy “Recession” is his best but this still go tho,2023-04-30 14:25:31+00:00,htownkells,🔩Screwston Tx🔩
"@JonesHospodTX @Miriam2626 Gas is up 30% food is up 18%
He embarrassed America in Afghanistan 
Supports and pours b… https://t.co/ULtEQoagoI",2023-04-30 14:21:33+00:00,GLV_410,"Midland, TX"
The recession is coming… https://t.co/hmg2QfxqS8,2023-04-30 14:10:01+00:00,markutpharm,"Austin, Texas"
@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV What real time data points are telling you we are cu… https://t.co/1q90VBVjWQ,2023-04-30 13:58:47+00:00,Koin_AI,"Austin, TX"
Everyone thinks #China is booming 🤔 #recession #papertiger  https://t.co/qHWxfEE0ZV,2023-04-30 13:57:12+00:00,GregoryHWhitten,"Phoenix, AZ"
@Mahan_Vaezzadeh Unless central banks decide to drop interest rates sharply  and start QE again asap. I dont see th… https://t.co/wXq9kQ3DKr,2023-04-30 13:49:11+00:00,Sovereign_Matt,Earth
@DowdEdward @elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV I would contend that a severe recession… https://t.co/zNLUjWNj4s,2023-04-30 13:36:24+00:00,Jasdv357,Oklahoma
@WinfieldSmart #PMI &lt;50% —&gt; Manufacturing eco is in #Recession,2023-04-30 13:21:23+00:00,CalNgT,"Houston, TX"
@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV Recession is here already. When diesel fuel is only… https://t.co/A8ESlooXhr,2023-04-30 13:11:52+00:00,maruadventurer,North Texas
It could definitely change a lot of ppl lives we’re literally in a recession rn ppl are struggling be humble wtf ar… https://t.co/uMwqxDaFgt,2023-04-30 12:59:41+00:00,amorkaylaaaa,"Houston, TX"
"@garyblack00 great interview Gary!

The Tesla Recession &amp; Cutting Tesla | Confronting Gary Black https://t.co/tyfZsO3PqF via @YouTube",2023-04-30 12:43:19+00:00,crook13monster,Earth
@RepDonBacon And explain to me how your plan isn't partisan then when Economists say it will cause Recession?,2023-04-30 12:32:54+00:00,emrey35,"College Station, TX"
"@piratebeachbum2 Recession is about the country, not the individual. https://t.co/FxHIy893tb",2023-04-30 12:27:23+00:00,bitcoin1zation,"Houston, TX"
@News_By_Nick People must be hoarding it before the recession kicks!,2023-04-30 11:59:14+00:00,OchilTrader,Scotland
@muhazeez2018 @Deshysmalls He came out from the recession he sent Nigerians into https://t.co/m7djoDGccy,2023-04-30 11:53:25+00:00,RebelJozi,Earth 
"@WilmyHood2 @TheXboxClassic No doubt, global recession is having impact around the world. Though, as a collective t… https://t.co/NEqpGOO9fP",2023-04-30 11:53:16+00:00,NanoPoints,Earth
@TheDemocrats So what were President Clinton’s 18.6 million jobs? Or the 3.3 million businesses. Why I left this pa… https://t.co/uF89F1kg2d,2023-04-30 11:48:46+00:00,HChandlerIII,"College Station, Texas"
"@rabbicy @Karoleigh1 @NCMuscleCars001 @PalmerReport That’s not all. The unsecured border, record inflation, high ga… https://t.co/bEzXsaWfOn",2023-04-30 11:22:59+00:00,oklahoman_the,"Norman, OK"
@WSBChairman @elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV There are worse economic outcomes than “a severe recession”.,2023-04-30 09:22:49+00:00,JoshuaH18955148,Earth
@thundasplotch @rgz916 @AutismCapital It has outpeformed every single asset in human history ever since it came out… https://t.co/5f8K0wKpyX,2023-04-30 08:55:12+00:00,BTCADED,Earth
"@HarrisFanaroff As a 3rd-party recruiter, I was trained in my early career that people already employed were more v… https://t.co/6Qw3mtVkrp",2023-04-30 08:50:32+00:00,donnawhite,Land of opportunity
"3 of the 4 largest bank failures in the history of America were occurred in the last 2 months. 

#BankingCrisis… https://t.co/3cmciKqEWg",2023-04-30 07:27:47+00:00,Voidvamp,Himalaya
@TheRedFishFry @Brevican @ResistItAllTX @POTUS Your source proved you wrong as the recession started as mentioned i… https://t.co/ZSG4Zo5gpn,2023-04-30 07:12:41+00:00,jtpullaro,
@TheRedFishFry @Brevican @ResistItAllTX @POTUS So you are giving credit to Trump for the 1.4% caused by the worst r… https://t.co/QfJSbPStcB,2023-04-30 07:05:10+00:00,jtpullaro,
@TheRedFishFry @Brevican @ResistItAllTX @POTUS It does not mention the 2020 recession because it was a monograph ab… https://t.co/fcocs4OLMx,2023-04-30 07:00:59+00:00,jtpullaro,
"Next two months are crucial fro banks starting 1st may, 
Who will declare recession first ?",2023-04-30 06:54:24+00:00,TraderParvesh,Earth
"@TheRedFishFry @Brevican @ResistItAllTX @POTUS Here a vetted nonpartisan economic source, worst recession in histor… https://t.co/BXvMjD8SWm",2023-04-30 06:48:21+00:00,jtpullaro,
@TheRedFishFry @Brevican @ResistItAllTX @POTUS So setting aside prepubescent insults tell us why Trump from the eco… https://t.co/9esW632DVH,2023-04-30 06:36:40+00:00,jtpullaro,
@britneylove_b @KaladinFree 3. powerful country on earth. I don’t like trump. But I can turn off my tv and ignore t… https://t.co/qsoZRAihgV,2023-04-30 06:33:16+00:00,TVaughns2cents,"Albuquerque, NM"
@TheRedFishFry @Brevican @ResistItAllTX @POTUS So other than insults you have nothing. I just gave you economics 10… https://t.co/oKbANCtASr,2023-04-30 06:31:58+00:00,jtpullaro,
@TheRedFishFry @Brevican @ResistItAllTX @POTUS 2020 - worst recession in our countries history. Inflation drops fro… https://t.co/aKi82ri2gA,2023-04-30 06:27:55+00:00,jtpullaro,
@TheRedFishFry @Brevican @ResistItAllTX @POTUS Right so with a historic recession you get historically low inflatio… https://t.co/6WBG5IZ5Tg,2023-04-30 06:21:58+00:00,jtpullaro,
@Brevican @TheRedFishFry @ResistItAllTX @POTUS He also was at the helm of the worst recession in the history of the… https://t.co/282OQEliES,2023-04-30 06:05:40+00:00,jtpullaro,
How to know if US economy is in recession https://t.co/dKS4m8kITl https://t.co/WWrg20Xkje,2023-04-30 05:57:50+00:00,AustinKellerman,"Dallas, TX"
"@jsknell @stillgray When inflation is around 2%, gas is around $2.40/national average, and look at where we’re at n… https://t.co/L3gdEM1YL4",2023-04-30 05:48:35+00:00,brainchildguru,"Phoenix, Arizona"
@B26703504Sandra @KaladinFree 1. I agree on the general view that trump can’t beat biden. But nothing is set in sto… https://t.co/ZHLXoVurHo,2023-04-30 05:46:09+00:00,TVaughns2cents,"Albuquerque, NM"
seve ways a recession can be good for you https://t.co/R72Su93Orq,2023-04-30 05:28:48+00:00,birdmanbob4,"Corpus Christi, TX"
"@NewsBecker ""...transformed the economy...""

He's proud of sending us into a recession?

He's proud of sending our… https://t.co/DHm8hUdr1K",2023-04-30 05:16:53+00:00,MNoelH,Houston
@siazyaba @Vahombe07 @Mug2155 @KMutisi @ProfJNMoyo @matinyarare @bmusonza @mhofela_mhofu @Tinoedzazvimwe1… https://t.co/vQlCQ2sp2z,2023-04-30 04:22:08+00:00,PE37300459,"Houston, TX"
"@KamalaHarris Hahaha!! Ok cameltoe, we are on the brink of recession and its imminent. Everyone knows it and everhone knows its your fault",2023-04-30 04:13:00+00:00,dvorak_brandon,"Arizona, USA"
@KamalaHarris I would have to disagree If you have created more jobs in the past 4 years than any other presidency… https://t.co/19Aik07sh5,2023-04-30 03:58:55+00:00,TexasTe92686924,"Gun Barrel City, TX"
"I thought they just took ya money in Vegas 😂….. this recession hittin everybody hard 
Free @itzsheera https://t.co/nDxeOqJ2C9",2023-04-30 03:40:15+00:00,TafariTV,"Dallas, TX"
"@ProjectLincoln Yeah.. Biden needs to finish the job, including 
- recession or stagflation 
-highest inflation in… https://t.co/06cnNip8rz",2023-04-30 03:38:23+00:00,parma1957,"Houston, TX"
@KamalaHarris Recession is killing the economy.,2023-04-30 03:32:19+00:00,seaobuster,"Kingwood, Houston"
"I keep telling folks, they are deliberately trying to engineer a recession and harm tens of millions of Americans i… https://t.co/2Nln1xxRqi",2023-04-30 03:25:39+00:00,cticmikeharris,"Santa Fe, NM"
"@MampillyGuru Paul it’s statistically a depression, not a recession. But, some reason over the last two years there is no truth in numbers",2023-04-30 03:14:41+00:00,WoodySooner,"Tulsa, OK"
And current recession hmm,2023-04-30 03:05:44+00:00,wih_wih_wi,nowhere
@151Call @agoffe @4HumanUnity @SenTedCruz Interesting has a correlation been proven that debt reduction directly caused the recession?,2023-04-30 02:34:35+00:00,jacobspawpa,North Texas
"After checking the fundamentals of economy, I found that economy of US, some European and Asian countries start gro… https://t.co/D91ggLcbpt",2023-04-30 02:24:52+00:00,blockchaindoll,"Houston, TX"
"@Nick_BPSS @TheBennettK I've never seen a thing like the 2023 #WhiteSox and I've lived through a great recession, pandemic &amp; Nickelback.",2023-04-30 01:48:51+00:00,Jozefowski,Earth
"I've never seen a thing like the 2023 #WhiteSox and I've lived through a great recession, pandemic &amp; Nickelback.",2023-04-30 01:47:49+00:00,Jozefowski,Earth
@TPostMillennial Um.. the recession part wasn’t a prank. It’s been here for a while.,2023-04-30 01:00:50+00:00,vikingguyinphx,"Phoenix, AZ"
@KamalaHarris I like how you doubled my grocery bill and changed the definition of Recession. My retirement plan wa… https://t.co/tPnOGs0QGq,2023-04-30 00:41:25+00:00,GordonSumner11,Liberty Hill TX
$CMG just made a new all-time high. This isn’t what you would expect to see in a recession. $SPY $QQQ https://t.co/0g5NaswA2x,2023-04-30 00:40:13+00:00,dana_marlane,"Houston, TX"
@TheDemocrats Where? The economy is stagnant. The inflation has sky rocketed. It is only a matter of time for a recession,2023-04-30 00:32:44+00:00,deplorable_321,"Porter, TX"
I think we are in a recession 🥹,2023-04-30 00:26:11+00:00,BrittanyGStone,Venus
"@GalenMetzger1 50 easily. We both know Republicans are going to run Trump or someone to the right of him.

The only… https://t.co/JgY5mazsMC",2023-04-30 00:21:52+00:00,PaulRiz504,"Kenner, LA"
I learned photoshop and constant contact and survived the 08 recession by being a commission only “assistant” for a… https://t.co/jZ9sW21ig7,2023-04-30 00:07:24+00:00,bethanyjbabcock,"San Antonio, TX"
@MoheganBTC Men can be women. Definition of Recession can change on the fly. The Media are reliable sources of True… https://t.co/jgMzhXK1ot,2023-04-30 00:05:20+00:00,thegrandview2,Earth
"#layoffs 
#unemployment 
#housingmarket 
#rentalmarket 
#realestate 
#overvaluedstockmarket 
#stockmarketcrash… https://t.co/vFipGACZsv",2023-04-29 23:55:29+00:00,ReddySalina,Earth
@weefred @rodriQuez @POTUS Reagan did this in his time in office &amp; created a recession (the 1980s recession). GW di… https://t.co/r3kLbGeZlo,2023-04-29 22:52:28+00:00,DaveInAustin,"Austin, TX"
@LaneyFoxy @stephiebell67 @carimeli @TerrenceBeBack @NBCNews @POTUS We've been in a recession since last year.,2023-04-29 22:47:18+00:00,glenpollard,"Phoenix, AZ"
"@0xgaut Gotta increase the level of service also, otherwise sales will decrease when more layoffs hit in the upcoming recession",2023-04-29 22:45:15+00:00,BalboaCap,"Houston, TX"
"@POTUS It’s been 2 years hoss. Banks are collapsing, interest rates are sky high and we’re in the middle of a reces… https://t.co/tkTZ0s8XZh",2023-04-29 22:42:08+00:00,Kayjuntexan,"Rowlett, TX"
@WelshCentro @RavenMurmur @GeromanAT Only in the cities. The rest will have a deep recession but not civil war.… https://t.co/tyAFT51B6Z,2023-04-29 22:37:35+00:00,wootendw,"Norman, Oklahoma"
NPR's Michel Martin talks to former Federal Reserve governor Claudia Sahm about who's feeling the biggest pinch of… https://t.co/MunKUVLcXn,2023-04-29 22:15:00+00:00,WKNOFM,"Memphis, Tennessee"
@GOP Lemme guess you cherry picked some people coming back from a rally.  They were people who’ve been spoon fed gr… https://t.co/azVXm2ysYe,2023-04-29 22:13:19+00:00,deep_mowgli,"Fort Worth, TX"
"A notorious recession indicator says that an economic downturn will begin this quarter, Bank of America says… https://t.co/ZmxwyMAcJv",2023-04-29 21:38:16+00:00,lemkemark,"Pflugerville, Texas"
@chriswithans @varadmehta It has to be a recession that bad,2023-04-29 21:33:51+00:00,lightof1030,"Houston, Texas"
McDonalds drinks went up in price yall! Wtf I thought they were recession proof and inflation proof ! @Mcdondals2,2023-04-29 21:21:26+00:00,Emack5NAz,"Arizona, USA"
"@MichaelOHogan1 ""US will deteriorate over the next 18 months""
And if it doesn't? Fed already got inflation back und… https://t.co/HIiDOmkYgo",2023-04-29 21:18:36+00:00,patmcguinness,"Georgetown, Texas"
@Azalialexi @DailyLoud That $3 a month is brutal. In a recession.,2023-04-29 21:10:59+00:00,WyattMcMinn,"College Station, TX"
"@NBCNews Don’t worry. This recession is going to be transitory.

Just like inflation…",2023-04-29 21:10:55+00:00,twisturnugg,"Houston, TX"
"@POTUS He says this as we are in a recession, heading to depression.",2023-04-29 21:00:18+00:00,tigijennyb,"Fort Worth, TX"
@DailyLoud Bro gonna ignore gas prices and recession and say this bs,2023-04-29 20:43:42+00:00,whoisrelox,"Dallas, TX"
I still have conviction in my prediction that $BTC has topped for 2023 despite $SPX short squeeze on Friday. The ba… https://t.co/GqDLVbrN7u,2023-04-29 20:41:52+00:00,Sovereign_Matt,Earth
@tedcruz You mean how his Secretary of Stare is doing a great job fighting a Recession?? The drawback of which rais… https://t.co/pUiQQFRm77,2023-04-29 20:39:45+00:00,DaddyJim52,"Everywhere, Texas"
@SpeakerMcCarthy And sends us into a recession and possible depression,2023-04-29 20:34:27+00:00,OliverGaylan,"Norman, OK"
"@joshtpm Runaway government spending is causing runaway inflation, which will cause a recession, just in time for N… https://t.co/qdWufa0hx3",2023-04-29 20:21:46+00:00,HughEverett,"Houston, Texas"
